Engagements,NBA_Follower_Count,Created,Type,Description,Len_Desc,Tagged_Count,DayOfWeek,playOffDate,month,hour,timeOfDay,propOfSpecialTexts,shoutouts,TagLevel,teamTagged,otherTagged,top3Tagged,bottom3Tagged,hashtags,hasHashtag,HashLevel,monthDateYear,postsInThatDay
,34126776,2019-01-24 00:22:44-05:00,Video,@spidadmitchell euros to the bucket!,36,1,Thursday,0,1,0,Night,0.2,['@spidadmitchell'],High,0,1,0,0,[],False,None,2019-01-24,1
,34126776,2019-01-23 22:23:47-05:00,Photo,@jharden13 puts up a career-high 61 points in @houstonrockets 114-110 W at MSG!,79,2,Wednesday,0,1,22,Evening,0.15384615384615385,"['@jharden13', '@houstonrockets']",High,0,1,0,0,[],False,None,2019-01-23,2
,34098571,2019-01-23 16:23:00-05:00,Video,"The wizardry of the ?? for the @nuggets!
...
??: NUGGETS/JAZZ
?: 10:30pm/et
??: ESPN",84,1,Wednesday,0,1,16,Afternoon,0.2727272727272727,['@nuggets'],Low,0,1,0,0,[],False,None,2019-01-23,2
,34069136,2019-01-22 13:15:58-05:00,Photo,"???? NBA All-Star Draft Show, Feb. 7, 7:00pm/et, @nbaontnt! Team captains will be announced this Thursday (Jan. 24) at 7:00pm/et on @nbaontnt.",142,2,Tuesday,0,1,13,Afternoon,0.13636363636363635,"['@nbaontnt', '@nbaontnt']",Mid,0,1,0,0,[],False,None,2019-01-22,1
,34069136,2019-01-21 20:08:37-05:00,Video,"Whats your fave @stephencurry30 ???? triple celebration? ...
??: LAKERS/WARRIORS
?: 10:30pm/et
??: @nbaontnt",109,2,Monday,0,1,20,Evening,0.45454545454545453,"['@stephencurry30', '@nbaontnt']",High,0,1,0,0,[],False,None,2019-01-21,4
,34039501,2019-01-21 19:05:37-05:00,Video,@iamamirjohnson from the tunnel in Philadelphia!,48,1,Monday,0,1,19,Evening,0.16666666666666666,['@iamamirjohnson'],None,0,1,0,0,[],False,None,2019-01-21,4
,34039501,2019-01-21 18:32:56-05:00,Video,@jaren rises up with the left!! (??: @nbaontnt),47,2,Monday,0,1,18,Evening,0.375,"['@jaren', '@nbaontnt']",Mid,0,1,0,0,[],False,None,2019-01-21,4
,34039501,2019-01-21 01:07:26-05:00,Video,@traeyoung or @44bojan... who had your fave assist of the week? #StateFarmAssists,81,2,Monday,0,1,1,Night,0.25,"['@traeyoung', '@44bojan']",High,0,1,0,0,['#StateFarmAssists'],True,None,2019-01-21,4
,34009269,2019-01-19 21:00:21-05:00,Video,@zo scores off the ball fake for the @lakers! #NBAonABC,55,2,Saturday,0,1,21,Evening,0.3,"['@zo', '@lakers']",High,0,1,0,0,['#NBAonABC'],True,High,2019-01-19,4
,33977995,2019-01-19 18:48:47-05:00,Video,Poetry in Motion... @ygtrece for the @okcthunder win! #PhamtomCam,65,2,Saturday,0,1,18,Evening,0.3333333333333333,"['@ygtrece', '@okcthunder']",High,0,1,0,0,['#PhamtomCam'],True,None,2019-01-19,4
,33977995,2019-01-19 17:09:15-05:00,Video,@bensimmons crashes in with the left! #NBAonABC,47,1,Saturday,0,1,17,Afternoon,0.2857142857142857,['@bensimmons'],Mid,0,1,0,0,['#NBAonABC'],True,High,2019-01-19,4
,33977995,2019-01-19 16:44:20-05:00,Video,"@zo making it easy for his @lakers teammates! #NBABreakdown
...
??: LAKERS/ROCKETS
?: 8:30pm/et
??: #NBAonABC",109,2,Saturday,0,1,16,Afternoon,0.4166666666666667,"['@zo', '@lakers']",High,0,1,0,0,"['#NBABreakdown', '#NBAonABC']",True,High,2019-01-19,4
,33977995,2019-01-18 21:51:12-05:00,Album,?? when you get @spidadmitchells #NBAKicks (repost @nbakicks),62,2,Friday,0,1,21,Evening,0.5,"['@spidadmitchell', '@nbakicks']",High,0,1,0,0,['#NBAKicks'],True,Low,2019-01-18,5
,33977995,2019-01-18 21:26:49-05:00,Video,@dloading ties his career-high (40p) with the clutch jumper to put the @brooklynnets up for good!,97,2,Friday,0,1,21,Evening,0.125,"['@dloading', '@brooklynnets']",Low,0,1,0,0,[],False,None,2019-01-18,5
,33954123,2019-01-18 19:03:14-05:00,Video,"@stephencurry30 gets it back behind the arc!
...
??: WARRIORS/CLIPPERS
?: 10:30pm/et
??: @nbaonespn",99,2,Friday,0,1,19,Evening,0.4,"['@stephencurry30', '@nbaonespn']",High,0,1,0,0,[],False,None,2019-01-18,5
,33954123,2019-01-18 11:32:27-05:00,Album,?? the stat leaders among #NBARooks ahead of tonights action!,62,0,Friday,0,1,11,Morning,0.2,[],None,0,0,0,0,['#NBARooks'],True,Low,2019-01-18,5
,33954123,2019-01-18 00:00:12-05:00,Video,Big @ivicazubac powers it in for the @lakers!,45,2,Friday,0,1,0,Night,0.25,"['@ivicazubac', '@lakers']",Mid,0,1,0,0,[],False,None,2019-01-18,5
,33928539,2019-01-17 19:21:39-05:00,Photo,Hey Noah! #ThisIsWhyWePlay,26,0,Thursday,0,1,19,Evening,0.3333333333333333,[],None,0,0,0,0,['#ThisIsWhyWePlay'],True,Mid,2019-01-17,3
,33928539,2019-01-17 15:18:46-05:00,Video,The @washwizards are ready for GAMETIME in #NBALondon! (??: @nbatv),67,2,Thursday,0,1,15,Afternoon,0.4,"['@washwizards', '@nbatv']",Mid,0,1,0,0,['#NBALondon'],True,None,2019-01-17,3
,33928539,2019-01-17 08:01:54-05:00,Photo,Join us in wishing @dwyanewade of the @miamiheat a HAPPY 37th BIRTHDAY! #NBABDAY,80,2,Thursday,0,1,8,Morning,0.23076923076923078,"['@dwyanewade', '@miamiheat']",High,0,1,0,0,['#NBABDAY'],True,Low,2019-01-17,3
,33928539,2019-01-16 23:11:49-05:00,Photo,@jharden13 follows up his 57 points Monday with 58 tonight!,59,1,Wednesday,0,1,23,Evening,0.1,['@jharden13'],High,0,1,0,0,[],False,None,2019-01-16,5
,33928539,2019-01-16 22:55:01-05:00,Video,A thrilling finish in Houston as the @brooklynnets prevail in OT!,65,1,Wednesday,0,1,22,Evening,0.09090909090909091,['@brooklynnets'],Low,0,1,0,0,[],False,None,2019-01-16,5
,33928539,2019-01-16 22:20:40-05:00,Video,@lukadoncics got range!,24,1,Wednesday,0,1,22,Evening,0.3333333333333333,['@lukadoncic'],High,0,1,0,0,[],False,None,2019-01-16,5
,33905406,2019-01-16 16:53:57-05:00,Photo,Catch @jharden13 in action FREE on NBA League Pass 8:00pm/et tonight!,69,1,Wednesday,0,1,16,Afternoon,0.09090909090909091,['@jharden13'],High,0,1,0,0,[],False,None,2019-01-16,5
,33905406,2019-01-16 15:15:40-05:00,Album,?? ???? The @washwizards & @nyknicks face off for the 2019 #NBALondon game tomorrow at 3:00pm/et on @nbatv!,107,3,Wednesday,0,1,15,Afternoon,0.3333333333333333,"['@washwizards', '@nyknicks', '@nbatv']",Mid,0,1,0,0,['#NBALondon'],True,None,2019-01-16,5
,33905406,2019-01-15 21:37:58-05:00,Video,@hassanwhiteside powers through plus the foul for the @miamiheat!,65,2,Tuesday,0,1,21,Evening,0.2222222222222222,"['@hassanwhiteside', '@miamiheat']",Mid,0,1,0,0,[],False,None,2019-01-15,4
,33879293,2019-01-15 18:29:22-05:00,Video,Derrick Rose ?? (18.9 PPG) prepares for @timberwolves action vs. @sixers on @nbatv! ??: 7pm/et,94,3,Tuesday,0,1,18,Evening,0.3333333333333333,"['@timberwolves', '@sixers', '@nbatv']",Mid,0,1,0,0,[],False,None,2019-01-15,4
,33879293,2019-01-15 01:26:08-05:00,Album,12 teams in action... six winners Monday night!,47,0,Tuesday,0,1,1,Night,0.0,[],None,0,0,0,0,[],False,None,2019-01-15,4
,33879293,2019-01-15 00:11:20-05:00,Video,Beep Beep.. @boban coming through!,34,1,Tuesday,0,1,0,Night,0.2,['@boban'],None,0,1,0,0,[],False,None,2019-01-15,4
,33879293,2019-01-14 23:08:23-05:00,Video,@_tonyparker09 (8p/4a/3r) walks off with 108-93 @hornets W!,59,2,Monday,0,1,23,Evening,0.25,"['@_tonyparker09', '@hornets']",Mid,0,1,0,0,[],False,None,2019-01-14,4
,33879293,2019-01-14 22:44:09-05:00,Video,When @rudygobert27 gets deep in the paint!,42,1,Monday,0,1,22,Evening,0.14285714285714285,['@rudygobert27'],None,0,1,0,0,[],False,None,2019-01-14,4
,33879293,2019-01-14 20:59:55-05:00,Video,@dk2house crushes home the SLAM for the @houstonrockets!,56,2,Monday,0,1,20,Evening,0.25,"['@dk2house', '@houstonrockets']",Mid,0,1,0,0,[],False,None,2019-01-14,4
,33879293,2019-01-14 20:01:40-05:00,Video,@_kw15 & @repyourwork go through their pregame handle drill in San Antonio (8:30pm/et @nbatv)!,94,3,Monday,0,1,20,Evening,0.21428571428571427,"['@_kw15', '@repyourwork', '@nbatv']",Mid,0,1,0,0,[],False,None,2019-01-14,4
,33842229,2019-01-13 21:25:17-05:00,Video,@stephencurry30 splashes his 11th triple to break the tie!,58,1,Sunday,0,1,21,Evening,0.1111111111111111,['@stephencurry30'],High,0,1,0,0,[],False,None,2019-01-13,3
,33842229,2019-01-13 20:33:50-05:00,Video,@lukadoncic cuts for the SLAM!,30,1,Sunday,0,1,20,Evening,0.2,['@lukadoncic'],High,0,1,0,0,[],False,None,2019-01-13,3
,33811911,2019-01-13 13:56:08-05:00,Video,@joelembiid with the SWAT & SLAM!,33,1,Sunday,0,1,13,Afternoon,0.16666666666666666,['@joelembiid'],High,0,1,0,0,[],False,None,2019-01-13,3
,33785524,2019-01-12 18:18:00-05:00,Video,@dwyanewade gets to his spot to beat the first-half buzzer! #OneLastDance,73,1,Saturday,0,1,18,Evening,0.18181818181818182,['@dwyanewade'],High,0,1,0,0,['#OneLastDance'],True,High,2019-01-12,1
,33785524,2019-01-11 23:38:01-05:00,Video,@damianlillard with the block from behind!,42,1,Friday,0,1,23,Evening,0.16666666666666666,['@damianlillard'],High,0,1,0,0,[],False,None,2019-01-11,3
,33757252,2019-01-11 14:17:51-05:00,Video,"Ahead of tonights @pacers action at MSG (7:30pm/et ESPN), we count down @vicoladipos TOP 5 BLOCKS on big men!",111,2,Friday,0,1,14,Afternoon,0.10526315789473684,"['@pacers', '@vicoladipo']",High,0,1,0,0,[],False,None,2019-01-11,3
,33757252,2019-01-11 02:02:28-05:00,Album,"The @spurs, @miamiheat, @nuggets and @sacramentokings are each victorious on Thursday!",86,4,Friday,0,1,2,Night,0.36363636363636365,"['@spurs', '@miamiheat', '@nuggets', '@sacramentokings']",Mid,0,1,0,0,[],False,None,2019-01-11,3
,33704658,2019-01-09 00:46:37-05:00,Video,@klaythompson goes off for 43 to lead the @warriors at home!,60,2,Wednesday,0,1,0,Night,0.18181818181818182,"['@klaythompson', '@warriors']",Mid,0,1,0,0,[],False,None,2019-01-09,1
,33677778,2019-01-07 20:55:24-05:00,Video,@antdavis23 crosses over for the SLAM!,38,1,Monday,0,1,20,Evening,0.16666666666666666,['@antdavis23'],High,0,1,0,0,[],False,None,2019-01-07,2
,33648617,2019-01-07 15:14:48-05:00,Album,Check out our IG story as we visit with the @laclippers for #ClippersAllAccess!,79,1,Monday,0,1,15,Afternoon,0.15384615384615385,['@laclippers'],Mid,0,1,0,0,['#ClippersAllAccess'],True,None,2019-01-07,2
,33648617,2019-01-06 21:29:11-05:00,Photo,@russwest44 notches his 12th triple-double of the season for the @okcthunder with 22p/15r/13a. #TripleDoubleAlert,113,2,Sunday,0,1,21,Evening,0.21428571428571427,"['@russwest44', '@okcthunder']",Mid,0,1,0,0,['#TripleDoubleAlert'],True,Low,2019-01-06,1
,33616808,2019-01-05 22:25:17-05:00,Video,@sergeibaka with the SWAT & TRIPLE for the @raptors!,52,2,Saturday,0,1,22,Evening,0.2222222222222222,"['@sergeibaka', '@raptors']",Low,0,1,0,0,[],False,None,2019-01-05,6
,33616808,2019-01-05 21:58:18-05:00,Photo,@bensimmons notches his sixth triple-double of the season for the @sixers with 20p/14r/11a. #TripleDoubleAlert,110,2,Saturday,0,1,21,Evening,0.21428571428571427,"['@bensimmons', '@sixers']",Mid,0,1,0,0,['#TripleDoubleAlert'],True,Low,2019-01-05,6
,33616808,2019-01-05 20:04:56-05:00,Video,@joelembiids SWAT sparks the @sixers break!,44,2,Saturday,0,1,20,Evening,0.3333333333333333,"['@joelembiid', '@sixers']",High,0,1,0,0,[],False,None,2019-01-05,6
,33589327,2019-01-05 17:45:12-05:00,Photo,Congrats to @_tonyparker09 of the @hornets for moving up to 17th on the all-time ASSISTS list! #ThisIsWhyWePlay,111,2,Saturday,0,1,17,Afternoon,0.17647058823529413,"['@_tonyparker09', '@hornets']",Mid,0,1,0,0,['#ThisIsWhyWePlay'],True,Mid,2019-01-05,6
,33589327,2019-01-05 14:11:46-05:00,Photo,???? who takes tonights big EAST matchup? ????,47,0,Saturday,0,1,14,Afternoon,0.25,[],None,0,0,0,0,[],False,None,2019-01-05,6
,33589327,2019-01-05 01:03:00-05:00,Video,@ygtrece (37p 8r) and @russwest44 (31p 9r 7a) lead the @okcthunder to victory in Portland!,90,3,Saturday,0,1,1,Night,0.2,"['@ygtrece', '@russwest44', '@okcthunder']",High,0,1,0,0,[],False,None,2019-01-05,6
,33556925,2019-01-04 03:32:07-05:00,Video,"@demar_derozan puts up 21 points, 14 rebounds & 11 assists for his first triple-double!",87,1,Friday,0,1,3,Night,0.07142857142857142,['@demar_derozan'],Mid,0,1,0,0,[],False,None,2019-01-04,2
,33556925,2019-01-04 01:17:09-05:00,Photo,@jharden13 records his 5th triple-double of the season for the @houstonrockets with 44p/15a/10r! #TripleDoubleAlert,115,2,Friday,0,1,1,Night,0.21428571428571427,"['@jharden13', '@houstonrockets']",High,0,1,0,0,['#TripleDoubleAlert'],True,Low,2019-01-04,2
,33556925,2019-01-03 20:36:23-05:00,Video,"The @houstonrockets move the ball! #NBABreakdown
...
??: ROCKETS/WARRIORS
?: 10:30pm/et
??: @nbaontnt",101,2,Thursday,0,1,20,Evening,0.4444444444444444,"['@houstonrockets', '@nbaontnt']",Mid,0,1,0,0,['#NBABreakdown'],True,High,2019-01-03,1
,33529685,2019-01-02 22:32:46-05:00,Video,Like a light! (??: coming up on ESPN),37,0,Wednesday,0,1,22,Evening,0.125,[],None,0,0,0,0,[],False,None,2019-01-02,1
,33498380,2019-01-01 22:25:35-05:00,Video,@divincenzo9 to @planetpat5 ????,32,2,Tuesday,0,1,22,Evening,0.75,"['@divincenzo9', '@planetpat5']",None,0,1,0,0,[],False,None,2019-01-01,1
,33441348,2018-12-31 09:02:54-05:00,Album,?? all the angles as @evanfournier10 floats in the #TissotBuzzerBeater for the @orlandomagic W!,95,2,Monday,0,12,9,Morning,0.2857142857142857,"['@evanfournier10', '@orlandomagic']",Low,0,1,0,0,['#TissotBuzzerBeater'],True,Low,2018-12-31,1
,33441348,2018-12-30 23:14:35-05:00,Video,???? @jhart ????,16,1,Sunday,0,12,23,Evening,1.0,['@jhart'],None,0,1,0,0,[],False,None,2018-12-30,3
,33441348,2018-12-30 20:21:14-05:00,Video,@ygtrece with the windmill in Dallas!,37,1,Sunday,0,12,20,Evening,0.16666666666666666,['@ygtrece'],High,0,1,0,0,[],False,None,2018-12-30,3
,33409078,2018-12-30 12:10:03-05:00,Video,We celebrate @kingjames 34th birthday with his best handles! #NBABDAY,70,1,Sunday,0,12,12,Afternoon,0.2,['@kingjames'],High,0,1,0,0,['#NBABDAY'],True,Low,2018-12-30,3
,33409078,2018-12-29 23:52:29-05:00,Video,"@damianlillard, so smooth!",26,1,Saturday,0,12,23,Evening,0.3333333333333333,['@damianlillard'],High,0,1,0,0,[],False,None,2018-12-29,4
,33409078,2018-12-29 23:33:29-05:00,Video,@jmglitxh27 goes off for 46p/8a/6r in the @nuggets W!,53,2,Saturday,0,12,23,Evening,0.2222222222222222,"['@jmglitxh27', '@nuggets']",Low,0,1,0,0,[],False,None,2018-12-29,4
,33409078,2018-12-29 22:45:04-05:00,Video,??@suns rookie @deandreayton goes off for 24 points in the second quarter! #NBARooks,84,2,Saturday,0,12,22,Evening,0.23076923076923078,"['@suns', '@deandreayton']",Mid,0,1,0,0,['#NBARooks'],True,Low,2018-12-29,4
,33409078,2018-12-29 20:24:37-05:00,Video,@jaytatum0 punches home the miss!,33,1,Saturday,0,12,20,Evening,0.2,['@jaytatum0'],High,0,1,0,0,[],False,None,2018-12-29,4
,33381382,2018-12-28 21:56:10-05:00,Video,@desmith4 punches it home for the @dallasmavs!,46,2,Friday,0,12,21,Evening,0.2857142857142857,"['@desmith4', '@dallasmavs']",Low,0,1,0,0,[],False,None,2018-12-28,2
,33351209,2018-12-28 00:46:38-05:00,Photo,Curry x Curry! #ThisIsWhyWePlay,31,0,Friday,0,12,0,Night,0.25,[],None,0,0,0,0,['#ThisIsWhyWePlay'],True,Mid,2018-12-28,2
,33321487,2018-12-27 01:37:30-05:00,Album,"10 games, 10 winners in Wednesdays NBA action!",47,0,Thursday,0,12,1,Night,0.0,[],None,0,0,0,0,[],False,None,2018-12-27,1
,33321487,2018-12-26 20:59:25-05:00,Video,@3tross1 after the whistle!,27,1,Wednesday,0,12,20,Evening,0.25,['@3tross1'],None,0,1,0,0,[],False,None,2018-12-26,2
,33289443,2018-12-26 02:42:55-05:00,Video,@kyrieirving... coming through clutch on Christmas! #NBAXmas,60,1,Wednesday,0,12,2,Night,0.2857142857142857,['@kyrieirving'],High,0,1,0,0,['#NBAXmas'],True,Mid,2018-12-26,2
,33289443,2018-12-25 23:06:26-05:00,Video,@spidadmitchell with the athletic finish! #NBAXmas (??: ESPN),61,1,Tuesday,0,12,23,Evening,0.375,['@spidadmitchell'],High,0,1,0,0,['#NBAXmas'],True,Mid,2018-12-25,5
,33289443,2018-12-25 21:14:18-05:00,Video,The @lakers out & running! #NBAXmas (??: ABC/ESPN),50,1,Tuesday,0,12,21,Evening,0.375,['@lakers'],Mid,0,1,0,0,['#NBAXmas'],True,Mid,2018-12-25,5
,33258489,2018-12-25 16:02:40-05:00,Video,?? for the #NBAXmas win! ??,27,0,Tuesday,0,12,16,Afternoon,0.5,[],None,0,0,0,0,['#NBAXmas'],True,Mid,2018-12-25,5
,33258489,2018-12-25 14:28:21-05:00,Video,@giannis_an34 puts up 30p/14r for the @bucks in his #NBAXmas debut!,67,2,Tuesday,0,12,14,Afternoon,0.2727272727272727,"['@giannis_an34', '@bucks']",High,0,1,0,0,['#NBAXmas'],True,Mid,2018-12-25,5
,33258489,2018-12-25 03:39:16-05:00,Video,??A festive @kingjames arrives in San Francisco for #NBAXmas action (8:00pm/et ABC & ESPN)! ??,94,1,Tuesday,0,12,3,Night,0.26666666666666666,['@kingjames'],High,0,1,0,0,['#NBAXmas'],True,Mid,2018-12-25,5
,33232114,2018-12-23 20:00:20-05:00,Video,"When @vicoladipo won the #KiaMIP Award, he was given a brand-new ??... Tonight, he surprised Renita Hills, a domestic violence survivor who now works with @juliancenter, with the keys to that car! #ThisIsWhyWePlay",213,2,Sunday,0,12,20,Evening,0.15151515151515152,"['@vicoladipo', '@juliancenter']",High,0,1,0,0,"['#KiaMIP', '#ThisIsWhyWePlay']",True,Mid,2018-12-23,2
,33208344,2018-12-23 19:43:21-05:00,Video,Surprise! #HoopsForTroops #ThisIsWhyWePlay,42,0,Sunday,0,12,19,Evening,0.6666666666666666,[],None,0,0,0,0,"['#HoopsForTroops', '#ThisIsWhyWePlay']",True,Mid,2018-12-23,2
,33208344,2018-12-22 23:01:43-05:00,Photo,@iamjustise was pumped.... for @jrich_0 to throw it down!,57,2,Saturday,0,12,23,Evening,0.2222222222222222,"['@iamjustise', '@jrich_0']",None,0,1,0,0,[],False,None,2018-12-22,2
,33186653,2018-12-22 00:40:17-05:00,Photo,@kingjames secures his 3rd triple-double of the season for the @lakers with 18p/14a/10r! #TripleDoubleAlert,107,2,Saturday,0,12,0,Night,0.21428571428571427,"['@kingjames', '@lakers']",High,0,1,0,0,['#TripleDoubleAlert'],True,Low,2018-12-22,2
,33186653,2018-12-21 23:32:31-05:00,Video,@zo ?? @kuz (??: ESPN),22,2,Friday,0,12,23,Evening,0.8,"['@zo', '@kuz']",High,0,1,0,0,[],False,None,2018-12-21,6
,33186653,2018-12-21 22:48:57-05:00,Video,@jaren hammers it home with the left for the @memgrizz!,55,2,Friday,0,12,22,Evening,0.2,"['@jaren', '@memgrizz']",None,0,1,0,0,[],False,None,2018-12-21,6
,33186653,2018-12-21 21:17:47-05:00,Video,Wait for it....,15,0,Friday,0,12,21,Evening,0.0,[],None,0,0,0,0,[],False,None,2018-12-21,6
,33186653,2018-12-21 20:40:51-05:00,Video,@giannis_an34 powers it home with two! (??: ESPN),49,1,Friday,0,12,20,Evening,0.25,['@giannis_an34'],High,0,1,0,0,[],False,None,2018-12-21,6
,33186653,2018-12-21 20:25:44-05:00,Video,@nvonleh RISES UP for the @nyknicks!,36,2,Friday,0,12,20,Evening,0.3333333333333333,"['@nvonleh', '@nyknicks']",Mid,0,1,0,0,[],False,None,2018-12-21,6
,33165248,2018-12-21 12:39:09-05:00,Album,?? the #NBARooks stat leaders heading into tonights action!,60,0,Friday,0,12,12,Afternoon,0.2222222222222222,[],None,0,0,0,0,['#NBARooks'],True,Low,2018-12-21,6
,33165248,2018-12-20 22:53:03-05:00,Video,@dwyanewade (10p/3a) walks off with 101-99 @miamiheat W! #OneLastDance,70,2,Thursday,0,12,22,Evening,0.3333333333333333,"['@dwyanewade', '@miamiheat']",High,0,1,0,0,['#OneLastDance'],True,High,2018-12-20,2
,33142840,2018-12-20 00:21:45-05:00,Photo,@russwest44 notches his 8th triple-double of the season for the @okcthunder with 19p/17a/11r! #TripleDoubleAlert,112,2,Thursday,0,12,0,Night,0.21428571428571427,"['@russwest44', '@okcthunder']",Mid,0,1,0,0,['#TripleDoubleAlert'],True,Low,2018-12-20,2
,33120293,2018-12-19 07:46:37-05:00,Album,?? all the angles of @larrydn7s #TissotBuzzerBeater for the @cavs win!,71,2,Wednesday,0,12,7,Morning,0.36363636363636365,"['@larrydn7', '@cavs']",Mid,0,1,0,0,['#TissotBuzzerBeater'],True,Low,2018-12-19,1
,33120293,2018-12-18 19:54:52-05:00,Video,@kuz takes flight for the @lakers in Brooklyn! (??: @nbatv),59,3,Tuesday,0,12,19,Evening,0.4,"['@kuz', '@lakers', '@nbatv']",Mid,0,1,0,0,[],False,None,2018-12-18,2
,33096993,2018-12-18 00:56:27-05:00,Video,"@stephencurry30 with the save, @klaythompson with the triple!",61,2,Tuesday,0,12,0,Night,0.25,"['@stephencurry30', '@klaythompson']",High,0,1,0,0,[],False,None,2018-12-18,2
,33096993,2018-12-17 22:30:42-05:00,Video,The pass or the finish??,24,0,Monday,0,12,22,Evening,0.2,[],None,0,0,0,0,[],False,None,2018-12-17,2
,33073235,2018-12-17 15:55:00-05:00,Video,@johnwall or @marcgasol... who had your favorite assist of the week? #StateFarmAssists,86,2,Monday,0,12,15,Afternoon,0.25,"['@johnwall', '@marcgasol']",None,0,1,0,0,['#StateFarmAssists'],True,None,2018-12-17,2
,33045112,2018-12-16 18:57:40-05:00,Video,@johnwall threads the needle to @samdek7!,41,2,Sunday,0,12,18,Evening,0.3333333333333333,"['@johnwall', '@samdek7']",None,0,1,0,0,[],False,None,2018-12-16,1
,33045112,2018-12-15 22:17:09-05:00,Photo,@jharden13 notches back-to-back triple-doubles with 32p/12r/10a for the @houstonrockets! #TripleDoubleAlert,107,2,Saturday,0,12,22,Evening,0.3,"['@jharden13', '@houstonrockets']",High,0,1,0,0,['#TripleDoubleAlert'],True,Low,2018-12-15,5
,33045112,2018-12-15 21:04:55-05:00,Photo,@kingjames (24/12/11) and @zo (16/10/10) become the first teammates since 2007 (J.Kidd & V.Carter) to record triple-doubles in the same game! #TripleDoubleAlert,160,2,Saturday,0,12,21,Evening,0.13636363636363635,"['@kingjames', '@zo']",High,0,1,0,0,['#TripleDoubleAlert'],True,Low,2018-12-15,5
,33045112,2018-12-15 20:42:28-05:00,Video,@zo splits the defense for the @lakers SLAM!,44,2,Saturday,0,12,20,Evening,0.25,"['@zo', '@lakers']",High,0,1,0,0,[],False,None,2018-12-15,5
,33045112,2018-12-15 20:01:32-05:00,Video,????,4,0,Saturday,0,12,20,Evening,1.0,[],None,0,0,0,0,[],False,None,2018-12-15,5
,33019494,2018-12-15 16:32:11-05:00,Video,@spidadmitchell (20.8 PPG) hits the floor for #NBAenMexico action! @utahjazz vs. @orlandomagic at 5pm/et on @nbatv.,115,4,Saturday,0,12,16,Afternoon,0.3125,"['@spidadmitchell', '@utahjazz', '@orlandomagic', '@nbatv']",High,0,1,0,0,['#NBAenMexico'],True,None,2018-12-15,5
,32998922,2018-12-14 08:37:36-05:00,Video,"Season #21 with the @dallasmavs is underway for @swish41, the most ever for a player with one team!",99,2,Friday,0,12,8,Morning,0.16666666666666666,"['@dallasmavs', '@swish41']",Low,0,1,0,0,['#21'],True,None,2018-12-14,1
,32998922,2018-12-13 23:50:13-05:00,Video,@swish41 gets on the board for the @dallasmavs in his 21st season! (??: @nbaontnt),82,3,Thursday,0,12,23,Evening,0.2857142857142857,"['@swish41', '@dallasmavs', '@nbaontnt']",Mid,0,1,0,0,[],False,None,2018-12-13,2
,32998922,2018-12-13 22:34:59-05:00,Photo,@jharden13 notches his second triple-double of the season for the @houstonrockets with 50p/11a/10r! #TripleDoubleAlert,118,2,Thursday,0,12,22,Evening,0.21428571428571427,"['@jharden13', '@houstonrockets']",High,0,1,0,0,['#TripleDoubleAlert'],True,Low,2018-12-13,2
,32974347,2018-12-12 23:07:02-05:00,Video,@lukadoncic with the SWAT! #NBARooks,36,1,Wednesday,0,12,23,Evening,0.4,['@lukadoncic'],High,0,1,0,0,['#NBARooks'],True,Low,2018-12-12,3
,32974347,2018-12-12 21:40:20-05:00,Video,@kyrieirving with the slick dime!,33,1,Wednesday,0,12,21,Evening,0.2,['@kyrieirving'],High,0,1,0,0,[],False,None,2018-12-12,3
,32954975,2018-12-12 19:11:03-05:00,Video,"@stephencurry30 from way downtown, BANG!
...
??: @raptors/@warriors
?: 10:30pm/et
??: ESPN",90,3,Wednesday,0,12,19,Evening,0.5,"['@stephencurry30', '@raptors', '@warriors']",High,0,1,0,0,[],False,None,2018-12-12,3
,32928341,2018-12-11 19:14:48-05:00,Video,"The @houstonrockets turn defense into offense! #NBABreakdown
...
??: BLAZERS/ROCKETS
?: 8:00pm/et
??: @nbatv",108,2,Tuesday,0,12,19,Evening,0.4,"['@houstonrockets', '@nbatv']",Mid,0,1,0,0,['#NBABreakdown'],True,High,2018-12-11,1
,32897843,2018-12-10 23:58:11-05:00,Video,@money23green finds @klaythompson to beat the buzzer!,53,2,Monday,0,12,23,Evening,0.2857142857142857,"['@money23green', '@klaythompson']",None,0,1,0,0,[],False,None,2018-12-10,2
,32897843,2018-12-10 11:15:12-05:00,Video,?Reigning Eastern Conference Kia NBA Rookie of the Month @traeyoung works on operating off the pick and roll! #HawksAllAccess ?,127,1,Monday,0,12,11,Morning,0.1,['@traeyoung'],High,0,1,0,0,['#HawksAllAccess'],True,None,2018-12-10,2
,32834761,2018-12-08 19:05:14-05:00,Photo,Join us in wishing @dwighthoward of the @washwizards a HAPPY 33rd BIRTHDAY! #NBABDAY,84,2,Saturday,0,12,19,Evening,0.23076923076923078,"['@dwighthoward', '@washwizards']",Mid,0,1,0,0,['#NBABDAY'],True,Low,2018-12-08,1
,32806753,2018-12-07 22:33:29-05:00,Video,@laurimarkkanens runner wins it for the @chicagobulls!!,56,2,Friday,0,12,22,Evening,0.2857142857142857,"['@laurimarkkanen', '@chicagobulls']",None,0,1,0,0,[],False,None,2018-12-07,4
,32806753,2018-12-07 20:47:25-05:00,Video,Kawhi Leonard with the SAVE & SLAM for the @raptors!,52,1,Friday,0,12,20,Evening,0.1,['@raptors'],Low,0,1,0,0,[],False,None,2018-12-07,4
