Engagements,NBA_Follower_Count,Created,Type,Description,Len_Desc,Tagged_Count,DayOfWeek,playOffDate,month,hour,timeOfDay,propOfSpecialTexts,shoutouts,teamTagged,otherTagged,top3Tagged,bottom3Tagged,hashtags,hasHashtag,monthDateYear,postsInThatDay
867843,33142840,2018-12-20 02:03:46,Video,@kyrieirving ?? @jaytatum0,26,2,Thursday,0,12,2,Night,1.0,['@kyrieirving '],0,1,1,0,[],False,2018-12-20,20
650188,33142840,2018-12-20 01:44:19,Video,@antdavis23 in transition for the @pelicansnba ??,49,2,Thursday,0,12,1,Night,0.42857142857142855,"['@antdavis23 ', '@pelicansnba ']",1,1,0,0,[],False,2018-12-20,20
603464,33142840,2018-12-20 01:23:31,Video,C.J. Smith gets his wish to be signed by the @houstonrockets for a day! @makeawishamerica  #ThisIsWhyWePlay,107,2,Thursday,0,12,1,Night,0.17647058823529413,"['@houstonrockets ', '@makeawishamerica ']",1,1,0,0,[],False,2018-12-20,20
656185,33142840,2018-12-20 01:04:49,Video,@jaytatum0 boogies off the dribble!!,36,1,Thursday,0,12,1,Night,0.2,['@jaytatum0 '],0,1,0,0,[],False,2018-12-20,20
552416,33120293,2018-12-19 22:48:13,Video,"?? @swipathefox shows off his speed for the @sacramentokings! #NBABreakdown
...
??: THUNDER/KINGS
?: 10:00pm/et
??: @nbatv",122,3,Wednesday,0,12,22,Evening,0.46153846153846156,['@swipathefox '],0,1,0,0,[],False,2018-12-19,18
673325,33120293,2018-12-19 20:27:02,Video,Ahead of tonights @celtics action (7:30pm/et @nbatv).. we showcase how @kyrieirving can stop on a dime!!,105,3,Wednesday,0,12,20,Evening,0.1875,"['@celtics ', '@kyrieirving ']",1,1,1,0,[],False,2018-12-19,18
266409,33120293,2018-12-19 18:13:06,Photo,"The 2018 @mgmresortsintl @nbagleague Winter Showcase tips off today on ESPNU, @nbatv & ESPN+ at 3:00pm/et!",106,3,Wednesday,0,12,18,Evening,0.1875,"['@mgmresortsintl ', '@nbagleague ', '@nbatv ']",0,1,0,0,[],False,2018-12-19,18
274514,33120293,2018-12-19 16:30:18,Photo,?? the new #NIKExNBA Earned Edition uniforms for the 16 teams that made the previous #NBAPlayoffs! (Available at @nbastore),123,1,Wednesday,0,12,16,Afternoon,0.21052631578947367,[],0,0,0,0,['#NIKExNBA '],True,2018-12-19,18
310302,33120293,2018-12-19 14:53:36,Album,?? all the angles of @larrydn7s #TissotBuzzerBeater for the @cavs win! ?? #ThisIsYourTime,90,2,Wednesday,0,12,14,Afternoon,0.46153846153846156,['@cavs '],1,0,0,0,['#TissotBuzzerBeater '],True,2018-12-19,18
310302,33120293,2018-12-19 14:06:24,Album,?? all the angles of @larrydn7s #TissotBuzzerBeater for the @cavs win! ?? #ThisIsYourTime,90,2,Wednesday,0,12,14,Afternoon,0.46153846153846156,['@cavs '],1,0,0,0,['#TissotBuzzerBeater '],True,2018-12-19,18
352142,33120293,2018-12-19 05:01:56,Album,"The @brooklynnets, @atlhawks, @cavs & @nuggets each win Tuesday night!",70,4,Wednesday,0,12,5,Night,0.4,"['@cavs ', '@nuggets ']",1,0,0,1,[],False,2018-12-19,18
656197,33120293,2018-12-19 04:11:48,Video,@lukadoncic floats it to the ceiling after the whistle!,55,1,Wednesday,0,12,4,Night,0.1111111111111111,['@lukadoncic '],0,1,0,0,[],False,2018-12-19,18
892227,33120293,2018-12-19 03:26:42,Video,@kingjames shows love in Brooklyn. #ThisIsWhyWePlay,51,1,Wednesday,0,12,3,Night,0.3333333333333333,['@kingjames '],0,1,1,0,[],False,2018-12-19,18
656197,33120293,2018-12-19 03:16:31,Video,Mason Plumlee drives to beat the buzzer for the @nuggets!,57,1,Wednesday,0,12,3,Night,0.1,[],0,0,0,0,[],False,2018-12-19,18
598592,33120293,2018-12-19 03:11:53,Video,@dloading ices the @brooklynnets win with the triple!,53,2,Wednesday,0,12,3,Night,0.25,"['@dloading ', '@brooklynnets ']",1,1,0,0,[],False,2018-12-19,18
608397,33120293,2018-12-19 02:27:29,Video,@larrydn7 tips in the #TissotBuzzerBeater for the @cavs win! #ThisIsYourTime,76,2,Wednesday,0,12,2,Night,0.4,"['@larrydn7 ', '@cavs ']",1,1,0,0,['#TissotBuzzerBeater '],True,2018-12-19,18
661550,33120293,2018-12-19 02:11:50,Video,Sup @ninja! #NBACelebRow,24,1,Wednesday,0,12,2,Night,0.6666666666666666,[],0,0,0,0,[],False,2018-12-19,18
876919,33120293,2018-12-19 02:04:03,Video,@kingjames tosses it up in transition! (??: @nbatv),51,2,Wednesday,0,12,2,Night,0.375,['@kingjames '],0,1,1,0,[],False,2018-12-19,18
598592,33120293,2018-12-19 01:55:59,Video,@unclejeffgreen takes flight in Atlanta for the @washwizards!,61,2,Wednesday,0,12,1,Night,0.25,['@unclejeffgreen '],0,1,0,0,[],False,2018-12-19,18
564521,33120293,2018-12-19 01:36:00,Video,Poetry in Motion by @kuz in Brooklyn! #PhantomCam,49,1,Wednesday,0,12,1,Night,0.25,['@kuz '],0,1,0,0,[],False,2018-12-19,18
393629,33120293,2018-12-19 01:04:19,Photo,Congrats to Vince Carter of the @atlhawks for moving up to 7th on the all-time THREE-POINTERS MADE list! #ThisIsWhyWePlay,121,1,Wednesday,0,12,1,Night,0.10526315789473684,['@atlhawks '],1,0,0,0,[],False,2018-12-19,18
593121,33120293,2018-12-19 00:50:43,Video,@_bigjayy_ protects the paint for the @brooklynnets! (??: @nbatv),65,3,Wednesday,0,12,0,Night,0.4444444444444444,['@_bigjayy_ '],0,1,0,0,[],False,2018-12-19,18
605588,33096993,2018-12-18 19:43:58,Video,"The @lakers turn up the pace as they score on the fastbreak! #NBABreakdown
...
??: LAKERS/NETS
?: 7:30pm/et
??: @nbatv",118,2,Tuesday,0,12,19,Evening,0.25,['@lakers '],1,0,0,0,[],False,2018-12-18,12
567456,33096993,2018-12-18 14:31:50,Video,"The NBA dream is alive at #GLeagueShowcase. Whos next to break through? 
See the future now at this year's event: Wednesday through Saturday in Las Vegas, airing live on @nbatv & ESPNU. (repost @nbagleague)",207,2,Tuesday,0,12,14,Afternoon,0.08823529411764706,['@nbatv '],0,1,0,0,[],False,2018-12-18,12
358231,33096993,2018-12-18 06:31:45,Album,?? Mondays eight games!,24,0,Tuesday,0,12,6,Morning,0.25,[],0,0,0,0,[],False,2018-12-18,12
656659,33096993,2018-12-18 04:54:22,Video,@jharden13 goes off for 47 to lead the @houstonrockets at home!,63,2,Tuesday,0,12,4,Night,0.18181818181818182,"['@jharden13 ', '@houstonrockets ']",1,1,0,0,[],False,2018-12-18,12
598603,33096993,2018-12-18 03:45:22,Video,@troywilliams_ fools the defense for the @sacramentokings!,58,2,Tuesday,0,12,3,Night,0.2857142857142857,['@troywilliams_ '],0,1,0,0,[],False,2018-12-18,12
352604,33096993,2018-12-18 03:43:51,Photo,@russwest44 finishes with 13p/16r/11a for the @okcthunder! #TripleDoubleAlert,77,2,Tuesday,0,12,3,Night,0.375,['@russwest44 '],0,1,0,0,[],False,2018-12-18,12
656659,33096993,2018-12-18 02:58:31,Video,@jharden13 attacks the rim for the @houstonrockets!,51,2,Tuesday,0,12,2,Night,0.2857142857142857,['@jharden13 '],0,1,0,0,[],False,2018-12-18,12
546054,33096993,2018-12-18 01:57:47,Video,@cp3 sets up @brandonknight for the @houstonrockets triple!,59,3,Tuesday,0,12,1,Night,0.375,"['@cp3 ', '@brandonknight ', '@houstonrockets ']",1,1,0,0,[],False,2018-12-18,12
352604,33096993,2018-12-18 01:51:45,Photo,@blakegriffin23 records his first triple-double of the season for the @detroitpistons with 18p/11a/10r through 3 quarters! #TripleDoubleAlert,141,2,Tuesday,0,12,1,Night,0.17647058823529413,"['@blakegriffin23 ', '@detroitpistons ']",1,1,0,0,[],False,2018-12-18,12
656209,33096993,2018-12-18 01:29:45,Video,Dont blink or youll miss @karltowns quick dime to D.Rose!,60,1,Tuesday,0,12,1,Night,0.1,[],0,0,0,0,[],False,2018-12-18,12
430351,33096993,2018-12-18 01:20:15,Photo,???? #ThisIsWhyWePlay,21,0,Tuesday,0,12,1,Night,1.0,[],0,0,0,0,[],False,2018-12-18,12
656209,33096993,2018-12-18 00:58:20,Video,@giannis_an34 goes full extension off the spin!,47,1,Tuesday,0,12,0,Night,0.14285714285714285,['@giannis_an34 '],0,1,0,0,[],False,2018-12-18,12
305874,33073235,2018-12-17 18:31:10,Photo,@joelembiid (806p/402r) joins @shaq (831p/434r in 1999) as the only players the last 35 years with 800/400 through the first 30 games!,134,2,Monday,0,12,18,Evening,0.09090909090909091,"['@joelembiid ', '@shaq ']",0,1,0,0,[],False,2018-12-17,7
315179,33073235,2018-12-17 16:25:03,Album,?? the NBA stat leaders ahead of Week 10s action!,50,0,Monday,0,12,16,Afternoon,0.1,[],0,0,0,0,[],False,2018-12-17,7
426493,33073235,2018-12-17 03:38:59,Album,Swipe through to recap Sundays NBA action!,43,0,Monday,0,12,3,Night,0.0,[],0,0,0,0,[],False,2018-12-17,7
640948,33073235,2018-12-17 01:26:43,Video,@johnwall goes off for 40p/14a/6r to lead the @washwizards to victory!,70,2,Monday,0,12,1,Night,0.18181818181818182,"['@johnwall ', '@washwizards ']",1,1,0,0,[],False,2018-12-17,7
646188,33045112,2018-12-17 00:46:11,Video,@swish41 makes his @dallasmavs home debut in season #21!!,57,2,Monday,0,12,0,Night,0.3333333333333333,"['@swish41 ', '@dallasmavs ']",1,1,0,0,[],False,2018-12-17,7
640960,33045112,2018-12-17 00:31:04,Video,@hassanwhiteside in transition for the @miamiheat!,50,2,Monday,0,12,0,Night,0.3333333333333333,['@hassanwhiteside '],0,1,0,0,[],False,2018-12-17,7
640960,33045112,2018-12-17 00:26:33,Video,@johnwall fades to beat the buzzer to give him 28 first-half points for the @washwizards!!,90,2,Monday,0,12,0,Night,0.13333333333333333,['@johnwall '],0,1,0,0,[],False,2018-12-17,7
592142,33045112,2018-12-16 23:55:19,Video,@bensimmons (22p/14a/11r/0t) becomes the youngest player in @nbahistory to put up 20/10/10/0!,93,2,Sunday,0,12,23,Evening,0.16666666666666666,"['@bensimmons ', '@nbahistory ']",0,1,0,0,[],False,2018-12-16,12
705090,33045112,2018-12-16 22:37:56,Video,?? on @stephensonlance! ??,26,1,Sunday,0,12,22,Evening,0.75,[],0,0,0,0,[],False,2018-12-16,12
305556,33045112,2018-12-16 22:21:20,Photo,@bensimmons notches his 3rd triple-double of the season for the @sixers with 17p/11a/10r through 3! #TripleDoubleAlert,118,2,Sunday,0,12,22,Evening,0.1875,"['@bensimmons ', '@sixers ']",1,1,0,0,[],False,2018-12-16,12
369960,33045112,2018-12-16 22:14:40,Photo,The Conferences tip two match up in Denver on NBA League Pass!,63,0,Sunday,0,12,22,Evening,0.0,[],0,0,0,0,[],False,2018-12-16,12
459270,33045112,2018-12-16 04:47:02,Album,Swipe through to recap Saturdays seven games!,46,0,Sunday,0,12,4,Night,0.0,[],0,0,0,0,[],False,2018-12-16,12
702642,33045112,2018-12-16 02:34:34,Video,Not in @andredrummondds house!,31,1,Sunday,0,12,2,Night,0.25,[],0,0,0,0,[],False,2018-12-16,12
788570,33045112,2018-12-16 02:33:01,Video,@kingjames (24/12/11) and @zo (16/10/10) lead the @lakers to victory in Charlotte!,82,3,Sunday,0,12,2,Night,0.25,"['@kingjames ', '@zo ', '@lakers ']",1,1,1,0,[],False,2018-12-16,12
422874,33045112,2018-12-16 02:01:47,Photo,@zo records his first triple-double of the season for the @lakers with 16/10/10! #TripleDoubleAlert,99,2,Sunday,0,12,2,Night,0.21428571428571427,"['@zo ', '@lakers ']",1,1,0,0,[],False,2018-12-16,12
513155,33045112,2018-12-16 01:43:44,Photo,@kingjames notches his 75th career triple-double with 22/10/10 in the 3rd for the @lakers! #TripleDoubleAlert,109,2,Sunday,0,12,1,Night,0.2,['@kingjames '],0,1,1,0,[],False,2018-12-16,12
668053,33045112,2018-12-16 01:18:29,Video,Strength in motion... #PhantomCam #Year16,41,0,Sunday,0,12,1,Night,0.4,[],0,0,0,0,['#PhantomCam '],True,2018-12-16,12
776543,33045112,2018-12-16 00:26:43,Video,The #LakeShow in transition!,28,0,Sunday,0,12,0,Night,0.25,[],0,0,0,0,['#LakeShow '],True,2018-12-16,12
708386,33019494,2018-12-16 00:06:35,Video,@spidadmitchell from the left to the right with the quickness! #NBAenMéxico,75,1,Sunday,0,12,0,Night,0.18181818181818182,['@spidadmitchell '],0,1,0,0,[],False,2018-12-16,12
596982,33019494,2018-12-15 23:50:35,Video,@youngheirgordon steps back for the @orlandomagic triple! #NBAenMéxico,70,2,Saturday,0,12,23,Evening,0.375,"['@youngheirgordon ', '@orlandomagic ']",1,1,0,0,[],False,2018-12-15,19
654433,33019494,2018-12-15 23:19:05,Video,Count out the @utahjazz passes! #NBAenMéxico,44,1,Saturday,0,12,23,Evening,0.3333333333333333,['@utahjazz '],1,0,0,0,[],False,2018-12-15,19
322244,33019494,2018-12-15 19:53:30,Album,?? the NBA standings... featuring a new leader out West!,56,0,Saturday,0,12,19,Evening,0.1,[],0,0,0,0,[],False,2018-12-15,19
653740,33019494,2018-12-15 18:12:45,Video,"Watch how the @utahjazz move the ball on offense! #NBAbreakdown
??: 5pm/et on @nbatv in #NBAenMexico!",101,2,Saturday,0,12,18,Evening,0.26666666666666666,"['@utahjazz ', '@nbatv ']",1,1,0,0,[],False,2018-12-15,19
469612,33019494,2018-12-15 06:06:12,Album,Swipe through to recap Fridays nine games!,42,0,Saturday,0,12,6,Morning,0.0,[],0,0,0,0,[],False,2018-12-15,19
796816,33019494,2018-12-15 05:09:32,Video,Thats #MileHighBasketball!,27,0,Saturday,0,12,5,Night,0.5,[],0,0,0,0,[],False,2018-12-15,19
657693,33019494,2018-12-15 05:00:35,Video,@swipathefox with a burst of speed for the @sacramentokings!,60,2,Saturday,0,12,5,Night,0.2222222222222222,['@swipathefox '],0,1,0,0,[],False,2018-12-15,19
656245,33019494,2018-12-15 03:54:55,Video,"Great hustle, @matthewdelly!!",29,1,Saturday,0,12,3,Night,0.3333333333333333,[],0,0,0,0,[],False,2018-12-15,19
719398,33019494,2018-12-15 03:42:25,Video,"Nice shot, Rocky!",17,0,Saturday,0,12,3,Night,0.0,[],0,0,0,0,[],False,2018-12-15,19
598635,33019494,2018-12-15 03:18:42,Video,@giannis_an34 ties his career-high with 44 (14r/8a) in the @bucks W!,68,2,Saturday,0,12,3,Night,0.18181818181818182,"['@giannis_an34 ', '@bucks ']",1,1,0,0,[],False,2018-12-15,19
598635,33019494,2018-12-15 03:15:46,Video,@vicoladipo with the quick dime for the @pacers!,48,2,Saturday,0,12,3,Night,0.25,['@vicoladipo '],0,1,0,0,[],False,2018-12-15,19
781421,33019494,2018-12-15 02:56:58,Video,Friday Night Mood! (??: ESPN),29,0,Saturday,0,12,2,Night,0.2,[],0,0,0,0,[],False,2018-12-15,19
656245,33019494,2018-12-15 02:43:01,Video,What a pass by @marcgasol!,26,1,Saturday,0,12,2,Night,0.2,[],0,0,0,0,[],False,2018-12-15,19
706209,33019494,2018-12-15 02:26:49,Video,@stephencurry30s got his head in the game!,43,1,Saturday,0,12,2,Night,0.14285714285714285,[],0,0,0,0,[],False,2018-12-15,19
197310,33019494,2018-12-15 02:19:34,Photo,@ygtrece & @wnba legend & @nuggets Basketball Ops. Associate @sbird10!,70,4,Saturday,0,12,2,Night,0.4,"['@ygtrece ', '@wnba ', '@nuggets ']",1,1,0,1,[],False,2018-12-15,19
598635,33019494,2018-12-15 01:36:25,Video,@bensimmons fires the quick dime to @joelembiid!,48,2,Saturday,0,12,1,Night,0.2857142857142857,['@bensimmons '],0,1,0,0,[],False,2018-12-15,19
347721,33019494,2018-12-15 01:24:13,Photo,"?Showing off the NBA @expressmen collection, @jmglitxh27 arrives for tonights action in Denver! #NBAGameChangers ?",115,2,Saturday,0,12,1,Night,0.2,"['@expressmen ', '@jmglitxh27 ']",0,1,0,0,['#NBAGameChangers '],True,2018-12-15,19
598635,33019494,2018-12-15 00:47:49,Video,?Its GAMETIME on ESPN as the @Pacers (5 game win streak) face the @sixers (14-2 at home)! ?,92,2,Saturday,0,12,0,Night,0.1111111111111111,"['@Pacers ', '@sixers ']",1,1,0,0,[],False,2018-12-15,19
799047,32998922,2018-12-15 00:28:37,Video,@kyrieirving fades & uses the window for the @celtics!,54,2,Saturday,0,12,0,Night,0.2222222222222222,['@kyrieirving '],0,1,1,0,[],False,2018-12-15,19
419812,32998922,2018-12-14 23:16:40,Video,"?Seeking their 6th win a row for the @Pacers, @turner_myles & @vicoladipo hit the floor for tonights contest against the @sixers! (7:30pm/et @nbaonespn)",153,5,Friday,0,12,23,Evening,0.21739130434782608,"['@turner_myles ', '@vicoladipo ']",0,1,0,0,[],False,2018-12-14,20
727806,32998922,2018-12-14 21:03:29,Video,"What game are YOU circling on #NBAXMas? ?? Bucks/Knicks: 12pm/et on ESPN
?? Sixers/Celtics: 3pm/et on ABC
?? Thunder/Rockets: 5:30pm/et on ABC
?? Lakers/Warriors: 8pm/et on ABC & ESPN
?? Blazers/Jazz: 10:30pm/et on ESPN",219,0,Friday,0,12,21,Evening,0.2,[],0,0,0,0,[],False,2018-12-14,20
299242,32998922,2018-12-14 19:32:38,Photo,Last nights 50-point triple-double was the fourth of @jharden13s career... the most in @nbahistory!,101,2,Friday,0,12,19,Evening,0.14285714285714285,[],0,0,0,0,[],False,2018-12-14,20
293058,32998922,2018-12-14 17:14:51,Album,?? the #NBARooks stat leaders heading into tonights action!,60,0,Friday,0,12,17,Afternoon,0.2222222222222222,[],0,0,0,0,['#NBARooks '],True,2018-12-14,20
291326,32998922,2018-12-14 06:24:22,Album,"The @houstonrockets, @spurs, @orlandomagic & @suns each WIN Thursday night!",75,4,Friday,0,12,6,Morning,0.4,"['@orlandomagic ', '@suns ']",1,0,0,0,[],False,2018-12-14,20
427078,32998922,2018-12-14 05:15:49,Photo,Numbers on the board!,21,0,Friday,0,12,5,Night,0.0,[],0,0,0,0,[],False,2018-12-14,20
744200,32998922,2018-12-14 05:09:06,Video,Rookie & the vet! #ThisIsWhyWePlay,34,0,Friday,0,12,5,Night,0.2,[],0,0,0,0,[],False,2018-12-14,20
366381,32998922,2018-12-14 04:46:02,Photo,Congrats to @swish41 on playing in his 21st season for the @dallasmavs! #ThisIsWhyWePlay,88,2,Friday,0,12,4,Night,0.23076923076923078,['@swish41 '],0,1,0,0,[],False,2018-12-14,20
593175,32998922,2018-12-14 04:40:28,Video,"@deandreayton rolls, spins & slams for the @suns! (??: @nbaontnt)",65,3,Friday,0,12,4,Night,0.4,['@deandreayton '],0,1,0,0,[],False,2018-12-14,20
650704,32998922,2018-12-14 03:53:09,Video,"?? Most 50-point triple-doubles in @NBAHistory (4)
?? 37th career triple-double
?? 2nd triple-double this season 
@jharden13 tallies 50p/11a/10r in the @HoustonRockets victory!",176,3,Friday,0,12,3,Night,0.23809523809523808,"['@NBAHistory ', '@jharden13 ', '@HoustonRockets ']",0,1,0,0,[],False,2018-12-14,20
656706,32998922,2018-12-14 03:45:06,Video,@jharden13 walks off with 50p/11a/10r in @houstonrockets 126-111 victory!,73,2,Friday,0,12,3,Night,0.2222222222222222,"['@jharden13 ', '@houstonrockets ']",1,1,0,0,[],False,2018-12-14,20
719411,32998922,2018-12-14 03:24:36,Video,Everyone touches it!,20,0,Friday,0,12,3,Night,0.0,[],0,0,0,0,[],False,2018-12-14,20
593175,32998922,2018-12-14 03:18:18,Video,@kuz beats the shot-clock buzzer for the @lakers! (??: @nbaontnt),65,3,Friday,0,12,3,Night,0.4,['@kuz '],0,1,0,0,[],False,2018-12-14,20
603529,32998922,2018-12-14 02:40:49,Video,@swish41 prepares for his debut in season #21 (10:30pm/et @nbaontnt)!,69,2,Friday,0,12,2,Night,0.3,['@swish41 '],0,1,0,0,['#21 '],True,2018-12-14,20
502217,32998922,2018-12-14 02:02:21,Video,@zachlavine8 (23.8 PPG) & @youngheirgordon (16.3 PPG) prepares for tonights @chicagobulls vs. @orlandomagic action for #NBAenMexico!,133,4,Friday,0,12,2,Night,0.3125,"['@zachlavine8 ', '@youngheirgordon ', '@chicagobulls ', '@orlandomagic ']",1,1,0,0,[],False,2018-12-14,20
672723,32998922,2018-12-14 01:49:14,Video,?? @jharden13 ??#PhantomCam,27,1,Friday,0,12,1,Night,1.0,['@jharden13 '],0,1,0,0,[],False,2018-12-14,20
593175,32998922,2018-12-14 01:45:25,Video,The @lakers share the ball for the @jhart SLAM! (??: @nbaontnt),63,3,Friday,0,12,1,Night,0.36363636363636365,"['@lakers ', '@jhart ']",1,1,0,0,[],False,2018-12-14,20
650704,32998922,2018-12-14 01:34:52,Video,@jharden13 punches it home for the @houstonrockets!! (??: @nbaontnt),68,3,Friday,0,12,1,Night,0.4444444444444444,['@jharden13 '],0,1,0,0,[],False,2018-12-14,20
403148,32998922,2018-12-14 01:17:28,Photo,Its GAMETIME in Houston @nbaontnt!,35,1,Friday,0,12,1,Night,0.2,[],0,0,0,0,[],False,2018-12-14,20
656718,32974347,2018-12-14 00:14:48,Video,@jharden13 looks ready... (8:00pm/et @nbaontnt)!,48,2,Friday,0,12,0,Night,0.4,['@jharden13 '],0,1,0,0,[],False,2018-12-14,20
611230,32974347,2018-12-13 23:37:10,Video,LeBron & James arrive for tonights @nbaontnt action (8:00pm/et) in Houston! #NBAStyle,86,1,Thursday,0,12,23,Evening,0.16666666666666666,['@nbaontnt '],0,1,0,0,[],False,2018-12-13,20
499899,32974347,2018-12-13 21:46:31,Video,"@lukadoncic with the ball-fake! ...
??: @dallasmavs/@suns
?: 10:30pm/et
??: @nbaontnt",85,4,Thursday,0,12,21,Evening,0.625,['@lukadoncic '],0,1,0,0,[],False,2018-12-13,20
553061,32974347,2018-12-13 19:35:51,Video,"Ahead of tonights @nbaontnt action (8:00pm/et), we showcase @kuz!",66,2,Thursday,0,12,19,Evening,0.2222222222222222,['@nbaontnt '],0,1,0,0,[],False,2018-12-13,20
453597,32974347,2018-12-13 06:14:51,Album,Swipe through to recap a busy 11-game Wednesday around the Association!,71,0,Thursday,0,12,6,Morning,0.0,[],0,0,0,0,[],False,2018-12-13,20
673389,32974347,2018-12-13 06:09:04,Video,Each @raptors starter scores double-figures in 113-93 victory!,62,1,Thursday,0,12,6,Morning,0.125,['@raptors '],1,0,0,0,[],False,2018-12-13,20
614275,32974347,2018-12-13 06:04:10,Video,@kyle_lowry7 & @fredvanvleet walk off with 113-93 W for 2-0 start to road trip!,79,2,Thursday,0,12,6,Morning,0.14285714285714285,"['@kyle_lowry7 ', '@fredvanvleet ']",0,1,0,0,[],False,2018-12-13,20
614275,32974347,2018-12-13 05:25:39,Video,@swipathefox to @pr00fessortrill... the dunk or the reaction??,62,2,Thursday,0,12,5,Night,0.375,['@swipathefox '],0,1,0,0,[],False,2018-12-13,20
618915,32974347,2018-12-13 04:59:41,Video,"Poetry in motion, through the lens of our slow-mo #PhantomCam!",62,0,Thursday,0,12,4,Night,0.1,[],0,0,0,0,[],False,2018-12-13,20
712849,32974347,2018-12-13 04:55:22,Video,@easymoneysniper climbs the ladder!! (??: ESPN),47,1,Thursday,0,12,4,Night,0.3333333333333333,['@easymoneysniper '],0,1,0,0,[],False,2018-12-13,20
706235,32974347,2018-12-13 04:50:11,Video,Sign of a big second half for @stephencurry30 on ESPN??,55,1,Thursday,0,12,4,Night,0.2,['@stephencurry30 '],0,1,1,0,[],False,2018-12-13,20
603540,32974347,2018-12-13 04:22:35,Video,@lukadoncic & @traeyoung each score 24 in their #NBARooks duel!,63,2,Thursday,0,12,4,Night,0.3,"['@lukadoncic ', '@traeyoung ']",0,1,0,0,['#NBARooks '],True,2018-12-13,20
598657,32974347,2018-12-13 04:03:07,Video,@antdavis23 puts up 44 points & 18 boards to lead the @pelicansnba to victory!,78,2,Thursday,0,12,4,Night,0.14285714285714285,"['@antdavis23 ', '@pelicansnba ']",1,1,0,0,[],False,2018-12-13,20
656269,32974347,2018-12-13 03:06:38,Video,"@swipathefox, a man of many talents!",36,1,Thursday,0,12,3,Night,0.16666666666666666,[],0,0,0,0,[],False,2018-12-13,20
875959,32974347,2018-12-13 03:04:27,Video,What a finish in D.C. ...led by @kyrieirving!,45,1,Thursday,0,12,3,Night,0.125,[],0,0,0,0,[],False,2018-12-13,20
598657,32974347,2018-12-13 02:46:39,Video,@jeremylamb1 for the @hornets win!!,35,2,Thursday,0,12,2,Night,0.4,"['@jeremylamb1 ', '@hornets ']",1,1,0,0,[],False,2018-12-13,20
410338,32974347,2018-12-13 02:45:14,Photo,??,2,0,Thursday,0,12,2,Night,1.0,[],0,0,0,0,[],False,2018-12-13,20
712849,32974347,2018-12-13 02:13:16,Video,@russwest44 comes across for the SWAT! (??: ESPN),49,1,Thursday,0,12,2,Night,0.25,['@russwest44 '],0,1,0,0,[],False,2018-12-13,20
598657,32974347,2018-12-13 01:08:48,Video,@bensimmons skies off the @tjmcconnell dish!,44,2,Thursday,0,12,1,Night,0.3333333333333333,"['@bensimmons ', '@tjmcconnell ']",0,1,0,0,[],False,2018-12-13,20
656280,32954975,2018-12-13 00:47:17,Video,@_kw15 droppin dimes early!,28,1,Thursday,0,12,0,Night,0.25,['@_kw15 '],0,1,0,0,[],False,2018-12-13,20
656280,32954975,2018-12-13 00:45:54,Video,@jaytatum0 crosses baseline for the SLAM!,41,1,Thursday,0,12,0,Night,0.16666666666666666,['@jaytatum0 '],0,1,0,0,[],False,2018-12-13,20
292826,32954975,2018-12-12 22:32:53,Photo,@okcthunder/@pelicansnba opens up tonights ESPN action (8:00pm/et)... who ya got?,82,2,Wednesday,0,12,22,Evening,0.1,['@pelicansnba '],1,0,0,0,[],False,2018-12-12,10
576045,32954975,2018-12-12 21:26:20,Video,"The @raptors swarm on defense! #NBABreakdown
...
??: @raptors/@warriors
?: 10:30pm/et
??: @nbaonespn",100,4,Wednesday,0,12,21,Evening,0.5555555555555556,['@raptors '],1,0,0,0,[],False,2018-12-12,10
459742,32954975,2018-12-12 18:40:29,Video,"@ygtrece with the steal & lob to @jeramigrant! #NBABreakdown
...
??: @okcthunder/@pelicansnba
?: 8:00pm/et
??: @nbaonespn",121,5,Wednesday,0,12,18,Evening,0.5,['@ygtrece '],0,1,0,0,[],False,2018-12-12,10
274216,32954975,2018-12-12 16:42:47,Album,?? the standings ahead of tonights @nbaonespn doubleheader 8:00pm/et!,70,1,Wednesday,0,12,16,Afternoon,0.2222222222222222,['@nbaonespn '],0,1,0,0,[],False,2018-12-12,10
313677,32949336,2018-12-12 06:13:11,Album,"The @houstonrockets, @spurs & @raptors each WIN Tuesday night!",62,3,Wednesday,0,12,6,Morning,0.3333333333333333,"['@spurs ', '@raptors ']",1,0,0,1,[],False,2018-12-12,10
598679,32949336,2018-12-12 04:21:28,Video,@milosteodosic4 droppin dimes for the @laclippers!,51,2,Wednesday,0,12,4,Night,0.3333333333333333,['@milosteodosic4 '],0,1,0,0,[],False,2018-12-12,10
393187,32949336,2018-12-12 03:43:47,Photo,Congrats to @spurs Coach Gregg Popovich for moving up to 4th on the ALL-TIME WINS list!,87,1,Wednesday,0,12,3,Night,0.0625,['@spurs '],1,0,0,1,[],False,2018-12-12,10
357328,32949336,2018-12-12 03:40:43,Photo,@cp3 notches his first triple-double of the season for the @houstonrockets with 11/11/10! #TripleDoubleAlert,108,2,Wednesday,0,12,3,Night,0.21428571428571427,"['@cp3 ', '@houstonrockets ']",1,1,0,0,[],False,2018-12-12,10
656292,32949336,2018-12-12 03:10:17,Video,@cp3 creates space with his handles!,36,1,Wednesday,0,12,3,Night,0.16666666666666666,['@cp3 '],0,1,0,0,[],False,2018-12-12,10
